Is_top_5_League,Based_rich_nation,Is_top_ranked_nation,EU_National,Caps,Apps,Age,Reputation,Is_top_prev_club,Last_Transfer_Fee,Salary
0,0,0,0,15.0,12,28.0,4100.0,0,0,12250.0
0,0,0,0,11.0,3,23.0,3500.0,0,0,12250.0
0,0,0,0,16.0,98,26.0,4100.0,0,0,12250.0
0,0,0,0,2.0,152,30.0,2056.0,0,0,12250.0
0,0,0,0,6.0,5,24.0,3967.0,0,0,12250.0
0,1,0,1,0.0,2,19.0,2912.0,0,0,12250.0
0,0,0,0,1.0,235,29.0,4250.0,0,0,12250.0
0,0,0,0,2.0,42,21.0,3750.0,0,0,12250.0
0,0,0,0,11.0,58,27.0,3950.0,0,0,12250.0
0,0,0,1,0.0,0,21.0,4607.0,0,0,12250.0
0,0,0,0,1.0,105,27.0,3250.0,0,0,12250.0
0,0,0,0,1.0,52,30.0,2008.0,0,0,12250.0
0,0,0,0,2.0,56,20.0,4482.0,0,0,12250.0
0,1,2,1,0.0,1,25.0,4216.0,0,0,12250.0
0,0,0,0,62.0,66,31.0,3351.0,0,0,12250.0
0,0,0,0,0.0,32,19.0,5669.0,0,0,12250.0
0,0,0,0,8.0,2,24.0,4100.0,0,0,12250.0
0,0,0,0,4.0,7,19.0,5335.0,0,0,12250.0
0,0,0,0,0.0,46,19.0,6173.0,0,0,12250.0
0,1,2,1,0.0,153,34.0,4190.0,0,0,12250.0
0,1,1,1,0.0,0,18.0,3464.0,0,0,12250.0
0,0,0,0,18.0,9,33.0,3900.0,0,0,12250.0
0,0,0,0,0.0,6,18.0,6311.0,0,0,12250.0
0,0,0,0,22.0,76,25.0,4250.0,0,0,12250.0
0,0,0,0,1.0,20,20.0,5912.0,0,0,12250.0
0,0,0,0,1.0,53,34.0,3552.0,0,0,12250.0
0,0,0,0,0.0,0,20.0,1016.0,0,0,12250.0
0,0,0,0,1.0,265,33.0,3888.0,0,0,12250.0
0,1,1,1,0.0,0,18.0,3100.0,0,0,12250.0
0,0,0,1,0.0,17,20.0,4229.0,0,0,12250.0
0,1,2,1,0.0,19,20.0,2950.0,0,0,12250.0
0,0,2,0,0.0,1,20.0,4268.0,0,0,12250.0
0,0,0,0,2.0,1,24.0,4150.0,0,0,12250.0
0,0,2,1,1.0,289,32.0,4924.0,0,0,12250.0
0,1,2,1,0.0,229,27.0,4518.0,0,0,12250.0
0,1,2,1,0.0,81,28.0,4128.0,0,0,12250.0
0,1,2,1,0.0,8,19.0,2750.0,0,0,12250.0
0,1,2,1,0.0,183,29.0,4100.0,0,0,12250.0
0,1,2,1,0.0,19,19.0,2750.0,0,0,12250.0
0,0,0,0,29.0,46,23.0,4432.0,0,0,12250.0
0,0,0,0,9.0,0,25.0,4000.0,0,0,12250.0
0,0,0,0,8.0,190,28.0,5286.0,0,0,12250.0
0,0,0,0,11.0,1,24.0,4020.0,0,0,12250.0
0,0,0,1,5.0,333,32.0,4500.0,0,0,12250.0
0,1,2,1,0.0,144,25.0,4090.0,0,0,12250.0
0,0,0,0,0.0,404,35.0,4250.0,0,0,12250.0
0,0,0,1,24.0,267,33.0,3700.0,0,0,12250.0
0,1,2,1,0.0,0,22.0,4072.0,0,0,12250.0
1,1,0,1,0.0,28,18.0,3828.0,0,0,12250.0
0,0,0,0,7.0,13,29.0,3350.0,0,0,12250.0
0,0,0,0,2.0,12,26.0,3900.0,0,0,12250.0
0,1,2,1,0.0,129,24.0,4104.0,0,0,12250.0
0,0,0,1,26.0,184,31.0,3112.0,0,0,12250.0
0,0,0,0,1.0,320,31.0,4759.0,0,0,12250.0
0,0,0,0,0.0,6,19.0,4383.0,0,0,12250.0
0,0,0,1,0.0,35,22.0,4187.0,0,0,12250.0
0,1,2,0,0.0,4,17.0,2032.0,0,0,12250.0
0,1,2,1,0.0,363,31.0,4050.0,0,0,12250.0
0,0,0,0,7.0,12,24.0,3900.0,0,0,12250.0
0,1,1,0,0.0,58,22.0,4275.0,0,0,12250.0
0,0,0,1,7.0,343,32.0,4450.0,0,0,12250.0
0,1,2,1,0.0,49,21.0,2950.0,0,0,12250.0
0,0,0,0,0.0,233,31.0,4650.0,0,0,12250.0
0,0,0,1,56.0,158,41.0,3096.0,0,0,12250.0
0,1,2,0,0.0,6,20.0,3450.0,0,0,12250.0
0,1,2,1,0.0,135,24.0,4079.0,0,0,12250.0
0,0,2,1,0.0,0,22.0,2500.0,0,0,12250.0
0,0,0,0,1.0,244,28.0,4306.0,0,0,12250.0
0,1,2,0,0.0,49,25.0,4216.0,0,0,12250.0
0,1,0,0,2.0,234,30.0,3014.0,0,0,12250.0
0,1,2,1,0.0,399,36.0,4008.0,0,0,12250.0
0,1,2,1,0.0,151,24.0,4068.0,0,0,12250.0
0,0,0,0,0.0,72,22.0,4150.0,0,0,12250.0
0,1,2,1,0.0,168,26.0,4064.0,0,0,12250.0
0,0,0,0,12.0,131,29.0,5000.0,0,0,12250.0
0,0,0,1,22.0,52,23.0,3339.0,0,0,12250.0
0,1,1,0,1.0,272,34.0,4050.0,0,0,12250.0
0,1,2,0,0.0,146,24.0,3282.0,0,0,12250.0
0,1,2,1,0.0,327,30.0,4050.0,0,0,12250.0
0,0,0,0,0.0,265,30.0,4461.0,0,0,12250.0
0,0,0,0,44.0,35,33.0,3056.0,0,0,12250.0
0,1,2,1,0.0,58,20.0,4082.0,0,0,12250.0
0,0,0,1,0.0,224,28.0,4274.0,0,0,12250.0
0,1,2,1,0.0,89,25.0,4050.0,0,0,12250.0
0,0,0,0,20.0,14,29.0,3721.0,0,0,12250.0
0,1,0,1,1.0,216,26.0,4050.0,0,0,12250.0
0,1,0,0,4.0,81,27.0,2400.0,0,0,12250.0
0,1,2,0,0.0,0,20.0,3012.0,0,0,12250.0
0,0,0,0,28.0,340,40.0,3400.0,0,0,12250.0
0,1,2,1,0.0,277,33.0,4050.0,0,0,12250.0
0,0,0,0,18.0,17,27.0,3050.0,0,0,12250.0
0,0,0,0,4.0,69,27.0,4010.0,0,0,12250.0
0,1,2,1,0.0,232,31.0,4300.0,0,0,12250.0
0,0,0,0,0.0,280,30.0,4100.0,0,0,12250.0
0,1,2,1,0.0,166,26.0,4050.0,0,0,12250.0
0,1,0,0,5.0,349,30.0,3112.0,0,0,12250.0
0,0,0,0,2.0,128,30.0,4000.0,0,0,12250.0
0,0,0,0,0.0,20,19.0,3500.0,0,0,12250.0
0,0,0,1,4.0,88,24.0,3046.0,0,0,12250.0
0,0,0,0,12.0,57,29.0,4500.0,0,0,12250.0
0,0,0,0,19.0,202,30.0,5250.0,0,0,12250.0
0,0,0,0,17.0,1,29.0,3757.0,0,0,12250.0
0,1,2,1,0.0,0,19.0,2858.0,0,0,12000.0
0,0,0,0,10.0,3,25.0,4250.0,0,0,12000.0
0,0,0,0,2.0,1,23.0,2830.0,0,0,12000.0
0,0,0,0,10.0,89,25.0,4116.0,0,0,12000.0
0,1,0,1,0.0,29,19.0,2842.0,0,0,12000.0
0,1,2,1,0.0,338,31.0,3850.0,0,0,12000.0
0,0,0,0,4.0,3,29.0,3750.0,0,0,12000.0
0,1,2,1,0.0,239,27.0,3850.0,0,0,12000.0
0,1,1,1,0.0,1,19.0,2956.0,0,0,12000.0
0,0,2,1,0.0,205,33.0,4104.0,0,0,12000.0
0,1,2,1,0.0,29,20.0,3850.0,0,0,12000.0
0,0,0,0,41.0,113,34.0,3710.0,0,0,12000.0
0,1,0,1,3.0,132,34.0,3880.0,0,0,12000.0
0,0,0,0,0.0,46,28.0,4989.0,0,0,12000.0
0,0,0,1,4.0,188,24.0,4222.0,0,0,12000.0
0,0,0,1,2.0,136,24.0,4088.0,0,0,12000.0
0,1,2,1,0.0,17,20.0,2712.0,0,0,12000.0
0,0,0,0,2.0,4,25.0,3774.0,0,0,12000.0
0,0,2,0,0.0,102,29.0,4515.0,0,0,12000.0
0,0,0,0,3.0,39,24.0,4050.0,0,0,12000.0
0,0,0,0,28.0,3,29.0,3900.0,0,0,12000.0
0,0,0,1,0.0,258,30.0,5000.0,0,0,12000.0
0,0,2,1,0.0,137,29.0,4500.0,0,0,12000.0
0,1,0,1,2.0,13,28.0,3926.0,0,0,12000.0
0,1,2,1,0.0,0,21.0,2650.0,0,0,12000.0
0,1,2,1,0.0,12,21.0,3900.0,0,0,12000.0
0,0,0,0,3.0,3,28.0,3950.0,0,0,12000.0
0,0,2,1,0.0,83,24.0,4796.0,0,0,12000.0
0,1,0,1,9.0,127,31.0,3901.0,0,0,12000.0
0,0,0,0,15.0,87,25.0,4014.0,0,0,12000.0
0,0,0,1,1.0,206,25.0,4237.0,0,0,12000.0
0,0,0,1,2.0,189,26.0,4227.0,0,0,12000.0
0,1,1,1,0.0,0,17.0,2864.0,0,0,12000.0
0,0,0,1,60.0,410,32.0,4161.0,0,0,12000.0
0,1,0,1,2.0,67,29.0,3926.0,0,0,12000.0
0,0,1,0,2.0,103,26.0,4800.0,0,0,12000.0
0,0,0,0,10.0,12,25.0,4300.0,0,0,12000.0
0,0,0,0,9.0,80,25.0,4250.0,0,0,12000.0
0,0,0,0,2.0,5,27.0,4200.0,0,0,12000.0
0,0,0,0,0.0,69,26.0,4838.0,0,0,12000.0
0,0,0,0,30.0,103,26.0,4050.0,0,0,12000.0
0,0,0,0,22.0,148,24.0,4972.0,0,0,12000.0
0,0,0,0,22.0,9,28.0,4000.0,0,0,12000.0
0,0,0,0,1.0,68,24.0,4367.0,0,0,12000.0
0,0,0,0,9.0,139,25.0,4150.0,0,0,12000.0
0,1,2,1,0.0,196,33.0,4140.0,0,0,12000.0
0,0,0,0,4.0,65,24.0,4000.0,0,0,12000.0
0,0,0,0,9.0,5,25.0,3527.0,0,0,12000.0
0,1,2,1,0.0,266,31.0,4150.0,0,0,12000.0
0,1,2,1,0.0,34,22.0,3838.0,0,0,12000.0
1,1,0,1,0.0,3,18.0,3683.0,0,0,12000.0
0,0,0,1,2.0,81,21.0,5105.0,0,0,12000.0
0,1,2,1,0.0,0,17.0,3677.0,0,0,12000.0
0,1,1,1,0.0,0,17.0,2844.0,0,0,12000.0
0,0,0,0,3.0,126,34.0,4131.0,0,0,12000.0
0,0,0,0,1.0,283,31.0,4006.0,0,0,12000.0
0,0,0,0,2.0,12,24.0,4150.0,0,0,12000.0
0,1,2,1,0.0,0,20.0,3655.0,0,0,12000.0
0,0,0,0,1.0,159,30.0,3306.0,0,0,12000.0
0,1,2,1,0.0,8,19.0,2736.0,0,0,12000.0
0,0,2,0,0.0,34,23.0,4300.0,0,0,12000.0
0,0,2,0,0.0,102,24.0,5030.0,0,0,12000.0
0,1,2,1,0.0,0,19.0,2860.0,0,0,12000.0
0,0,0,0,40.0,79,25.0,3990.0,0,0,12000.0
0,0,0,1,0.0,0,19.0,3783.0,0,0,11750.0
0,1,2,1,0.0,23,20.0,3650.0,0,0,11750.0
0,0,0,1,5.0,363,32.0,4200.0,0,0,11750.0
0,0,0,0,3.0,67,25.0,4121.0,0,0,11750.0
0,0,0,0,3.0,12,28.0,3850.0,0,0,11750.0
0,0,0,0,32.0,105,26.0,4000.0,0,0,11750.0
0,0,0,0,1.0,89,23.0,4250.0,0,0,11750.0
0,0,0,1,26.0,126,31.0,4400.0,0,0,11750.0
0,1,2,1,0.0,33,20.0,2886.0,0,0,11750.0
0,0,0,1,2.0,210,26.0,3733.0,0,0,11750.0
0,0,0,0,22.0,5,26.0,4124.0,0,0,11750.0
0,0,0,0,1.0,3,27.0,3250.0,0,0,11750.0
0,1,2,1,0.0,27,20.0,3850.0,0,0,11750.0
0,0,0,0,3.0,9,26.0,4250.0,0,0,11750.0
0,0,0,0,4.0,7,29.0,4000.0,0,0,11750.0
0,0,0,0,3.0,53,23.0,3045.0,0,0,11750.0
0,0,0,0,21.0,22,30.0,3932.0,0,0,11750.0
0,0,0,0,32.0,83,33.0,4750.0,0,0,11750.0
0,1,1,1,0.0,26,20.0,3600.0,0,0,11750.0
0,0,0,1,1.0,370,34.0,5250.0,0,0,11750.0
0,0,0,0,3.0,2,25.0,4100.0,0,0,11750.0
0,1,2,1,0.0,0,19.0,2850.0,0,0,11750.0
0,0,0,0,2.0,37,29.0,3262.0,0,0,11750.0
0,1,2,1,0.0,0,19.0,2762.0,0,0,11750.0
0,0,0,0,2.0,1,32.0,4010.0,0,0,11750.0
0,0,0,0,1.0,2,23.0,3750.0,0,0,11750.0
0,0,0,1,0.0,23,19.0,2700.0,0,0,11750.0
0,1,0,1,19.0,243,35.0,3820.0,0,0,11750.0
0,0,0,0,1.0,6,28.0,4450.0,0,0,11750.0
0,0,0,0,2.0,188,33.0,4759.0,0,0,11750.0
0,0,0,0,49.0,85,30.0,4006.0,0,0,11750.0
0,0,2,1,0.0,255,33.0,4954.0,0,0,11750.0
0,1,1,1,0.0,4,19.0,3038.0,0,0,11750.0
0,0,0,0,1.0,3,32.0,3558.0,0,0,11750.0
0,1,2,1,0.0,0,19.0,2906.0,0,0,11750.0
0,0,0,0,11.0,115,25.0,2586.0,0,0,11750.0
0,0,0,0,4.0,28,25.0,3800.0,0,0,11750.0
0,0,0,0,8.0,84,25.0,4055.0,0,0,11750.0
0,0,0,0,1.0,2,25.0,3950.0,0,0,11750.0
0,0,0,0,31.0,5,27.0,4500.0,0,0,11750.0
0,0,0,0,4.0,86,25.0,4650.0,0,0,11750.0
0,1,2,1,0.0,7,20.0,2900.0,0,0,11750.0
0,0,0,0,41.0,0,30.0,3950.0,0,0,11750.0
0,0,0,0,41.0,68,27.0,3392.0,0,0,11750.0
0,0,0,0,2.0,9,22.0,3747.0,0,0,11750.0
0,0,0,0,2.0,25,22.0,1470.0,0,0,11750.0
0,0,0,1,12.0,358,35.0,4650.0,0,0,11750.0
0,0,0,0,3.0,55,30.0,1850.0,0,0,11750.0
0,1,2,1,0.0,60,20.0,2934.0,0,0,11750.0
0,0,0,0,1.0,12,28.0,3600.0,0,0,11750.0
0,0,0,1,0.0,324,31.0,5200.0,0,0,11750.0
0,0,0,0,14.0,25,34.0,3421.0,0,0,11750.0
0,0,0,0,1.0,0,24.0,3500.0,0,0,11750.0
0,1,0,0,47.0,243,32.0,3700.0,0,0,11750.0
0,0,0,0,4.0,12,24.0,3900.0,0,0,11750.0
0,0,0,0,3.0,36,20.0,3527.0,0,0,11750.0
0,0,2,1,0.0,253,27.0,4415.0,0,0,11750.0
0,0,2,1,0.0,0,18.0,3524.0,0,0,11750.0
0,0,2,1,0.0,70,24.0,3450.0,0,0,11750.0
0,1,0,1,0.0,21,19.0,4250.0,0,0,11750.0
0,0,2,1,0.0,49,23.0,4179.0,0,0,11750.0
0,0,2,0,0.0,1,19.0,4300.0,0,0,11750.0
0,0,0,0,14.0,0,30.0,4250.0,0,0,11750.0
0,0,0,1,1.0,320,33.0,4656.0,0,0,11750.0
0,0,2,1,0.0,188,27.0,4300.0,0,0,11750.0
0,0,0,0,4.0,17,26.0,3700.0,0,0,11750.0
0,0,0,0,25.0,121,30.0,4358.0,0,0,11750.0
0,0,0,0,1.0,20,25.0,3300.0,0,0,11750.0
0,0,0,1,6.0,199,32.0,2900.0,0,0,11750.0
0,0,0,1,9.0,105,23.0,3636.0,0,0,11750.0
0,0,0,0,2.0,43,25.0,4000.0,0,0,11750.0
0,0,0,0,1.0,0,23.0,3750.0,0,0,11750.0
0,0,0,1,1.0,355,32.0,5191.0,0,0,11750.0
0,1,1,1,0.0,1,19.0,2936.0,0,0,11750.0
0,0,0,1,6.0,189,28.0,3516.0,0,0,11750.0
0,0,2,1,0.0,103,24.0,4070.0,0,0,11750.0
0,0,0,0,13.0,118,29.0,4052.0,0,0,11750.0
0,0,0,0,1.0,0,24.0,4042.0,0,0,11500.0
0,0,0,0,11.0,12,25.0,3750.0,0,0,11500.0
0,1,1,1,0.0,1,19.0,2838.0,0,0,11500.0
0,0,0,0,7.0,86,22.0,4000.0,0,0,11500.0
0,0,0,0,10.0,12,33.0,4300.0,0,0,11500.0
0,1,1,1,0.0,0,17.0,3212.0,0,0,11500.0
0,0,0,0,1.0,82,21.0,3975.0,0,0,11500.0
0,0,0,0,3.0,66,29.0,4100.0,0,0,11500.0
0,0,1,0,1.0,103,31.0,5000.0,0,0,11500.0
0,0,0,0,24.0,23,25.0,4271.0,0,0,11500.0
0,0,0,1,4.0,104,25.0,4000.0,0,0,11500.0
0,0,0,0,13.0,62,30.0,4100.0,0,0,11500.0
0,0,0,0,4.0,12,28.0,4250.0,0,0,11500.0
0,0,0,0,4.0,2,29.0,3850.0,0,0,11500.0
0,0,0,0,9.0,9,24.0,3750.0,0,0,11500.0
0,1,1,1,0.0,0,18.0,2912.0,0,0,11500.0
0,0,0,0,1.0,1,23.0,4000.0,0,0,11500.0
0,0,0,0,2.0,39,24.0,3492.0,0,0,11500.0
0,0,0,0,1.0,15,22.0,3750.0,0,0,11500.0
0,0,0,0,4.0,15,27.0,4150.0,0,0,11500.0
0,0,0,0,35.0,84,34.0,2947.0,0,0,11500.0
0,0,0,0,1.0,5,21.0,4000.0,0,0,11500.0
0,1,0,1,0.0,1,20.0,3850.0,0,0,11500.0
0,0,0,0,7.0,168,26.0,5430.0,0,0,11500.0
0,0,0,0,2.0,60,25.0,4050.0,0,0,11500.0
0,1,0,1,1.0,17,24.0,3850.0,0,0,11500.0
0,0,0,0,27.0,3,30.0,4000.0,0,0,11500.0
0,0,0,0,4.0,4,25.0,4000.0,0,0,11500.0
0,0,0,0,4.0,91,28.0,4000.0,0,0,11500.0
0,1,0,1,0.0,0,18.0,3178.0,0,0,11500.0
0,0,0,0,4.0,32,19.0,3500.0,0,0,11500.0
0,0,0,0,1.0,36,31.0,4000.0,0,0,11500.0
0,1,0,1,4.0,46,26.0,3869.0,0,0,11500.0
0,1,2,1,0.0,0,28.0,3850.0,1,0,11500.0
0,0,0,0,14.0,85,25.0,2786.0,0,0,11500.0
0,0,1,0,0.0,97,24.0,5438.0,0,0,11500.0
0,0,0,0,1.0,3,24.0,4102.0,0,0,11500.0
0,0,0,0,1.0,3,24.0,3700.0,0,0,11500.0
0,0,0,0,7.0,74,24.0,4100.0,0,0,11500.0
0,1,1,1,0.0,0,18.0,3210.0,0,0,11500.0
0,0,0,1,1.0,50,21.0,3089.0,0,0,11500.0
0,1,2,1,0.0,154,26.0,3913.0,0,0,11500.0
0,1,2,1,0.0,12,19.0,2666.0,0,0,11500.0
0,1,0,1,4.0,142,29.0,4000.0,0,0,11500.0
0,0,0,0,1.0,63,26.0,4000.0,0,0,11500.0
0,1,2,1,0.0,43,20.0,4034.0,0,0,11500.0
0,1,2,1,0.0,142,32.0,4150.0,0,0,11500.0
0,0,0,0,3.0,20,20.0,4000.0,0,0,11500.0
0,1,2,1,0.0,0,19.0,2700.0,0,0,11500.0
0,1,2,1,0.0,0,21.0,2656.0,0,0,11500.0
0,0,0,0,4.0,3,21.0,4100.0,0,0,11500.0
0,0,0,0,17.0,43,31.0,3756.0,0,0,11500.0
0,1,2,1,0.0,62,34.0,1748.0,0,0,11500.0
0,1,2,1,0.0,11,20.0,4030.0,0,0,11500.0
0,0,0,0,2.0,0,27.0,3750.0,0,0,11500.0
0,0,0,0,1.0,25,20.0,4050.0,0,0,11500.0
0,1,1,1,0.0,27,20.0,3573.0,0,0,11500.0
0,0,0,0,0.0,0,19.0,3500.0,0,0,11500.0
0,0,0,0,1.0,0,30.0,3750.0,0,0,11500.0
0,1,0,0,0.0,18,22.0,2856.0,0,0,11500.0
0,1,2,1,0.0,102,23.0,4029.0,0,0,11500.0
0,0,0,0,2.0,242,28.0,4006.0,0,0,11500.0
0,1,2,1,0.0,11,19.0,2800.0,1,0,11500.0
0,1,2,1,0.0,0,18.0,4000.0,0,0,11500.0
0,1,2,1,0.0,28,20.0,4000.0,0,0,11500.0
0,0,0,0,2.0,12,27.0,2800.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2194.0,0,0,11500.0
0,1,1,1,0.0,0,18.0,3078.0,0,0,11500.0
0,1,0,1,0.0,0,18.0,2916.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2864.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2450.0,1,0,11500.0
0,1,2,1,0.0,0,17.0,2750.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3128.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2778.0,0,0,11500.0
0,1,0,1,0.0,0,18.0,3263.0,0,0,11500.0
0,1,1,1,0.0,0,18.0,2320.0,0,0,11500.0
0,1,1,1,0.0,0,18.0,2160.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,1904.0,0,0,11500.0
0,0,1,1,0.0,5,18.0,2404.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,1858.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3873.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2424.0,0,0,11500.0
0,1,0,1,0.0,25,17.0,2374.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2554.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2422.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2262.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2192.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2192.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2686.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3100.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2662.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2858.0,0,0,11500.0
0,0,0,0,16.0,82,29.0,4000.0,0,0,11500.0
0,1,0,1,0.0,0,18.0,3024.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3112.0,0,0,11500.0
0,1,0,1,0.0,0,18.0,2950.0,0,0,11500.0
0,1,2,1,0.0,33,18.0,2800.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2882.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3826.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2166.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,1900.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2878.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2208.0,0,0,11500.0
0,1,1,1,0.0,0,18.0,2366.0,0,0,11500.0
0,1,2,1,0.0,0,19.0,3045.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2250.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3250.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2208.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2162.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3200.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2200.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2180.0,0,0,11500.0
0,1,0,1,0.0,49,18.0,3870.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2230.0,0,0,11500.0
0,1,1,1,0.0,0,18.0,3400.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2616.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2576.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2258.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2210.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2260.0,0,0,11500.0
0,0,0,0,19.0,438,33.0,4750.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3138.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2362.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2208.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,3132.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3222.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,1956.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2106.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2928.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3094.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3729.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2800.0,0,0,11500.0
0,1,2,1,0.0,3,18.0,2710.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2295.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2174.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2412.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2510.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2720.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3566.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2582.0,0,0,11500.0
0,1,0,1,0.0,0,18.0,2416.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3026.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2270.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3319.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,3128.0,1,0,11500.0
0,1,2,1,0.0,0,18.0,2670.0,0,0,11500.0
0,0,0,0,3.0,308,34.0,4750.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2702.0,0,0,11500.0
0,0,1,1,0.0,4,18.0,5100.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2766.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2882.0,1,0,11500.0
0,1,2,1,0.0,0,17.0,2158.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2108.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2170.0,0,0,11500.0
0,0,0,0,4.0,296,33.0,4029.0,0,0,11500.0
0,0,0,0,2.0,0,25.0,3750.0,0,0,11500.0
0,1,2,1,0.0,29,18.0,3374.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2678.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,3277.0,1,0,11500.0
0,1,2,1,0.0,0,17.0,2294.0,0,0,11500.0
0,0,0,0,3.0,3,26.0,4082.0,0,0,11500.0
0,1,2,1,0.0,28,19.0,3437.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3348.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3066.0,0,0,11500.0
0,1,0,1,0.0,0,17.0,2250.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2216.0,0,0,11500.0
0,1,2,1,0.0,1,18.0,3717.0,0,0,11500.0
0,1,2,1,0.0,1,18.0,4219.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2150.0,0,0,11500.0
0,1,2,1,0.0,38,18.0,4850.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3282.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2596.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2655.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3924.0,0,0,11500.0
0,1,1,1,0.0,0,18.0,2624.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2245.0,0,0,11500.0
0,1,2,1,0.0,16,18.0,3242.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,3064.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2902.0,0,0,11500.0
0,1,1,1,0.0,0,18.0,2931.0,0,0,11500.0
0,1,1,1,0.0,1,18.0,2950.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2964.0,0,0,11500.0
0,0,0,0,16.0,386,33.0,4342.0,0,0,11500.0
0,1,0,1,0.0,0,17.0,2964.0,0,0,11500.0
0,1,2,1,0.0,0,19.0,3550.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2262.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2118.0,0,0,11500.0
0,1,0,0,0.0,0,18.0,2222.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2800.0,0,0,11500.0
0,1,2,1,0.0,0,18.0,2418.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2374.0,0,0,11500.0
0,1,2,1,0.0,0,17.0,2370.0,0,0,11500.0
